modelIdentifier,spinSpeedRated,type,onMarketStartDate,spinSpeedHalf,ratedCapacity,spinClass,maxTemperatureRated,maxTemperatureQuarter,dimensionDepth,guaranteeDuration,dimensionHeight,spinSpeedQuarter,energyEfficiencyIndex,noiseClass,powerOffMode,webLinkSupplier,programmeDurationHalf,programmeDurationQuarter,energyConsPerCycle,noise,waterCons,energyClass,programmeDurationRated,dimensionWidth,supplierOrTrademark,energyConsPer100Cycle,maxTemperatureHalf,powerDelayStart,rinsingEffectiveness
ETDLR 65342BS PL,1251.0,FREE_STANDING,"[2023, 10, 25]",1251.0,6.5,B,44.0,25.0,60.0,24.0,90.0,1251.0,68.9,A,0.11,https://docs.whirlpool.eu/,150.0,135.0,0.5760000000000001,72.0,44.0,C,200.0,40.0,WHIRLPOOL,58.0,34.0,4.0,4.9
WED035 WPS 8kg,1400.0,FREE_STANDING,"[2023, 10, 24]",1400.0,8.0,B,41.0,25.0,64.0,24.0,85.0,1400.0,51.7,A,0.3,https://www.miele.com/,167.0,167.0,0.47,72.0,47.0,A,219.0,60.0,Miele,47.0,30.0,3.2,4.0
MATO1509,1400.0,FREE_STANDING,"[2023, 10, 24]",1400.0,9.0,B,30.0,21.0,60.0,24.0,85.0,1400.0,51.9,B,0.5,https://matura-home.com/,174.0,174.0,0.494,76.0,45.0,A,228.0,60.0,Matura,49.0,29.0,4.0,5.0
WCD030 WCS 8kg,1400.0,FREE_STANDING,"[2023, 10, 24]",1400.0,8.0,B,41.0,25.0,64.0,24.0,85.0,1400.0,51.7,A,0.3,https://www.miele.com/,167.0,167.0,0.47,72.0,47.0,A,219.0,60.0,Miele,47.0,30.0,3.2,4.0
WCH870 WCS PWash&TDos&8kg,1400.0,FREE_STANDING,"[2023, 10, 24]",1400.0,8.0,B,37.0,26.0,64.0,24.0,85.0,1400.0,51.7,A,0.4,https://www.miele.com/,159.0,149.0,0.47,67.0,47.0,A,219.0,60.0,Miele,47.0,31.0,3.6,4.0
WEH875 WCS PWash&TDos&8kg,1400.0,FREE_STANDING,"[2023, 10, 24]",1400.0,8.0,B,37.0,26.0,64.0,24.0,85.0,1400.0,51.7,A,0.4,https://www.miele.com/,159.0,149.0,0.47,67.0,47.0,A,219.0,60.0,Miele,47.0,31.0,3.6,4.0
WEH875 WPS PWash&TDos&8kg,1400.0,FREE_STANDING,"[2023, 10, 24]",1400.0,8.0,B,37.0,26.0,64.0,24.0,85.0,1400.0,51.7,A,0.4,https://www.miele.com/,159.0,149.0,0.47,67.0,47.0,A,219.0,60.0,Miele,47.0,31.0,3.6,4.0
WHN712D1W,1200.0,FREE_STANDING,"[2023, 10, 24]",1200.0,7.0,C,39.0,30.0,400.0,12.0,850.0,1200.0,80.0,C,0.5,https://www.amica.pl/,162.0,162.0,0.6900000000000001,80.0,45.0,D,208.0,595.0,Amica,69.0,35.0,4.0,5.0
WHN610D1W,1000.0,FREE_STANDING,"[2023, 10, 24]",1000.0,6.0,C,39.0,27.0,400.0,12.0,850.0,1000.0,80.0,C,0.5,https://www.amica.pl/,156.0,156.0,0.648,80.0,43.0,D,198.0,595.0,Amica,65.0,31.0,4.0,5.0
WHN814D1W,1350.0,FREE_STANDING,"[2023, 10, 24]",1350.0,8.0,B,39.0,27.0,565.0,12.0,850.0,1350.0,90.6,C,0.5,https://www.amica.pl/,168.0,168.0,0.8240000000000001,80.0,48.0,E,218.0,595.0,Amica,82.0,33.0,4.0,5.0
LR7F75697 914501544,1551.0,FREE_STANDING,"[2023, 10, 23]",1551.0,9.0,B,35.0,23.0,64.0,24.0,85.0,1551.0,51.8,B,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914501544,155.0,150.0,0.493,76.0,46.0,A,220.0,60.0,AEG,49.0,33.0,4.0,4.9
WA9-ES1416A ,1400.0,FREE_STANDING,"[2023, 10, 23]",1400.0,9.0,B,34.0,24.0,56.0,24.0,85.0,1400.0,51.9,B,0.5,https://pkm-online.net/,174.0,174.0,0.494,76.0,49.0,A,228.0,60.0,PKM,49.0,30.0,4.0,5.0
LTR8C3631C 913143881,1251.0,FREE_STANDING,"[2023, 10, 23]",1251.0,6.0,B,38.0,23.0,60.0,24.0,90.0,1251.0,51.9,C,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143881,155.0,150.0,0.42,79.0,43.0,A,197.0,40.0,AEG,42.0,27.0,4.0,4.9
WMFL914W1,1400.0,FREE_STANDING,"[2023, 10, 23]",1400.0,9.0,B,24.0,28.0,60.0,24.0,85.0,1400.0,38.0,B,0.15,www.tecnosuperiore.it,264.0,264.0,0.353,74.0,39.0,A,294.0,60.0,Tecnogas,35.0,25.0,2.0,4.8
LR73BREMEN 914921905,1600.0,FREE_STANDING,"[2023, 10, 23]",1600.0,8.0,A,30.0,23.0,60.0,24.0,85.0,1600.0,46.6,B,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914921905,165.0,165.0,0.424,76.0,42.0,A,215.0,60.0,AEG,42.0,29.0,4.0,4.9
LR63BERLIN 914915906,1351.0,FREE_STANDING,"[2023, 10, 23]",1351.0,9.0,B,33.0,26.0,66.0,24.0,85.0,1351.0,51.8,B,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914915906,165.0,155.0,0.493,76.0,50.0,A,220.0,60.0,AEG,49.0,27.0,4.0,4.9
HW100-BD14397U1,1330.0,FREE_STANDING,"[2023, 10, 23]",1330.0,10.0,B,28.0,25.0,57.0,24.0,85.0,1330.0,41.6,A,0.5,www.haier.com,178.0,168.0,0.411,68.0,48.0,A,238.0,60.0,Haier,41.0,28.0,4.0,5.0
HW100-BP14939,1330.0,FREE_STANDING,"[2023, 10, 22]",1330.0,10.0,B,30.0,25.0,61.0,24.0,85.0,1330.0,46.8,A,0.5,www.haier.com,178.0,168.0,0.462,70.0,50.0,A,238.0,60.0,Haier,46.0,30.0,4.0,5.0
HW70-BP14929,1330.0,FREE_STANDING,"[2023, 10, 22]",1330.0,7.0,B,30.0,25.0,42.0,24.0,85.0,1330.0,46.8,A,0.5,www.haier.com,162.0,158.0,0.403,70.0,42.0,A,208.0,60.0,Haier,40.0,26.0,4.0,5.0
ES-NFA912BW1NA-GR,1200.0,FREE_STANDING,"[2023, 10, 22]",1200.0,9.0,B,39.0,22.0,58.0,24.0,85.0,1200.0,51.9,B,0.5,http://www.sharphomeappliances.com,174.0,174.0,0.494,76.0,50.0,A,228.0,60.0,SHARP,49.0,27.0,4.0,5.0
B5WFU58416WCSHWG 7002340052,1400.0,FREE_STANDING,"[2023, 10, 20]",1400.0,8.0,B,32.0,23.0,55.0,24.0,85.0,1400.0,51.5,A,0.5,http://support.beko.com,167.0,167.0,0.468,72.0,44.0,A,218.0,60.0,Beko,47.0,30.0,4.0,4.9
HW81-NBP14939,1330.0,FREE_STANDING,"[2023, 10, 20]",1330.0,8.0,B,32.0,25.0,42.0,24.0,85.0,1330.0,46.8,A,0.5,www.haier.com,168.0,158.0,0.425,70.0,44.0,A,218.0,60.0,Haier,42.0,26.0,4.0,5.0
WPNEI74SASWIFI,1400.0,FREE_STANDING,"[2023, 10, 20]",1400.0,7.0,B,38.0,23.0,47.0,24.0,85.0,1400.0,51.6,B,0.3,https://www.gorenjegroup.com,153.0,151.0,0.445,76.0,44.0,A,207.0,60.0,GORENJE,44.0,23.0,1.24,4.2
WA58014-340A weiss,1400.0,FREE_STANDING,"[2023, 10, 20]",1400.0,8.0,B,34.0,23.0,52.0,24.0,85.0,1400.0,52.0,B,0.5,www.exquisit.de,168.0,140.0,0.802,76.0,48.0,A,218.0,60.0,Exquisit,47.0,28.0,4.0,5.0
WPNEI84ASWIFI ,1400.0,FREE_STANDING,"[2023, 10, 20]",1400.0,8.0,B,37.0,20.0,55.0,24.0,85.0,1400.0,51.9,B,0.3,https://www.gorenjegroup.com,165.0,165.0,0.472,76.0,48.0,A,212.0,60.0,GORENJE,47.0,20.0,1.24,3.7
WPNEI14ASWIFI ,1400.0,FREE_STANDING,"[2023, 10, 20]",1400.0,10.0,B,36.0,22.0,61.0,24.0,85.0,1400.0,50.1,B,0.3,https://www.gorenjegroup.com,153.0,153.0,0.495,76.0,50.0,A,210.0,60.0,GORENJE,50.0,22.0,1.24,4.0
HW80-BP14929,1330.0,FREE_STANDING,"[2023, 10, 20]",1330.0,8.0,B,32.0,25.0,42.0,24.0,85.0,1330.0,46.8,A,0.5,www.haier.com,168.0,158.0,0.425,70.0,44.0,A,218.0,60.0,Haier,42.0,26.0,4.0,5.0
WW90T504CAWC,1400.0,FREE_STANDING,"[2023, 10, 20]",1400.0,9.0,B,28.0,23.0,55.0,24.0,85.0,1400.0,46.7,A,0.5,https://www.samsung.com/support,174.0,164.0,0.444,72.0,50.0,A,228.0,60.0,Samsung,44.0,28.0,4.0,5.0
GW5P59415W 7002640012,1400.0,FREE_STANDING,"[2023, 10, 19]",1400.0,9.0,B,33.0,22.0,58.0,24.0,85.0,1400.0,51.5,B,0.5,http://support.grundig.com,173.0,173.0,0.49,75.0,48.0,A,228.0,60.0,GRUNDIG,49.0,31.0,4.0,4.9
WFB171QWG -01,1200.0,FREE_STANDING,"[2023, 10, 18]",1200.0,7.0,C,45.0,23.0,40.0,0.0,85.0,1200.0,51.5,B,0.5,http://www.brandt.com,162.0,162.0,0.444,76.0,45.0,A,208.0,60.0,BRANDT,44.0,33.0,4.0,5.0
WMO-511,1000.0,FREE_STANDING,"[2023, 10, 18]",1000.0,5.0,C,42.0,25.0,50.0,24.0,85.0,1000.0,80.0,B,0.5,http://www.orava.eu,149.0,140.0,0.602,76.0,41.0,D,180.0,60.0,ORAVA,60.0,35.0,4.0,5.0
7WM1405,1330.0,FREE_STANDING,"[2023, 10, 17]",1330.0,7.0,B,50.0,23.0,59.0,24.0,84.0,1330.0,80.0,C,0.5,https://www.wla.nl/product/wla-7wm1405-wasmachine-voorbelading-7-kg-1400-rpm-wit,144.0,144.0,0.418,79.0,45.0,D,196.0,49.0,WLA,69.0,27.0,4.0,5.0
B3WFU584110W 7002340025,1400.0,FREE_STANDING,"[2023, 10, 16]",1400.0,8.0,B,32.0,22.0,55.0,24.0,85.0,1400.0,51.5,A,0.5,http://support.beko.com,167.0,167.0,0.468,72.0,47.0,A,218.0,60.0,Beko,47.0,28.0,4.0,4.9
02722,1350.0,BUILT_IN,"[2023, 10, 16]",1350.0,7.0,B,34.0,24.0,54.0,36.0,83.0,1350.0,51.5,A,0.5,www.cecotec.es,162.0,162.0,0.444,72.0,45.0,A,208.0,60.0,Cecotec,44.0,30.0,4.0,5.0
02724,1350.0,BUILT_IN,"[2023, 10, 16]",1350.0,9.0,B,43.0,23.0,56.0,36.0,83.0,1350.0,51.9,B,0.5,www.cecotec.es,174.0,174.0,0.494,76.0,50.0,A,228.0,60.0,Cecotec,49.0,32.0,4.0,5.0
02786,1400.0,FREE_STANDING,"[2023, 10, 16]",1400.0,10.0,C,35.0,24.0,58.0,36.0,85.0,1400.0,51.9,B,0.5,www.cecotec.es,179.0,179.0,0.513,76.0,51.0,A,238.0,60.0,Cecotec,51.0,32.0,4.0,5.0
02721,1350.0,FREE_STANDING,"[2023, 10, 16]",1350.0,10.0,B,35.0,23.0,60.0,36.0,85.0,1350.0,51.9,B,0.5,www.cecotec.es,180.0,180.0,0.513,76.0,52.0,A,239.0,54.0,Cecotec,51.0,32.0,4.0,5.0
EW6F5814BA 914917720,1351.0,FREE_STANDING,"[2023, 10, 16]",1351.0,8.0,B,39.0,22.0,58.0,0.0,85.0,1351.0,51.8,B,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914917720,160.0,155.0,0.471,75.0,43.0,A,205.0,60.0,Electrolux,47.0,30.0,4.0,4.9
WAN24272ES,1200.0,FREE_STANDING,"[2023, 10, 16]",1200.0,8.0,B,36.0,23.0,63.0,24.0,85.0,1200.0,50.7,A,0.15,https://www.bosch-home.com/energylabel,160.0,140.0,0.461,71.0,47.0,A,213.0,60.0,Bosch,46.0,26.0,0.55,5.0
02766,1400.0,FREE_STANDING,"[2023, 10, 16]",1400.0,9.0,C,35.0,25.0,58.0,36.0,85.0,1400.0,51.9,B,0.5,www.cecotec.es,174.0,174.0,0.494,76.0,49.0,A,228.0,60.0,Cecotec,49.0,35.0,4.0,5.0
ULF6100,1000.0,FREE_STANDING,"[2023, 10, 16]",1000.0,6.0,C,45.0,40.0,44.0,36.0,85.0,1000.0,90.1,B,0.5,www.urbanohogar.com,156.0,156.0,0.73,74.0,43.0,E,198.0,60.0,URO,73.0,40.0,4.0,5.0
WAN2820XEP,1351.0,FREE_STANDING,"[2023, 10, 15]",1351.0,9.0,B,38.0,22.0,63.0,24.0,85.0,1351.0,51.4,A,0.15,https://www.bosch-home.com/energylabel,174.0,150.0,0.489,72.0,50.0,A,228.0,60.0,Bosch,49.0,27.0,0.6000000000000001,5.0
WAN28201EP,1351.0,FREE_STANDING,"[2023, 10, 15]",1351.0,9.0,B,38.0,22.0,63.0,24.0,85.0,1351.0,51.4,A,0.15,https://www.bosch-home.com/energylabel,174.0,150.0,0.489,72.0,50.0,A,228.0,60.0,Bosch,49.0,27.0,0.6000000000000001,5.0
3TS294B,1351.0,FREE_STANDING,"[2023, 10, 15]",1351.0,9.0,B,38.0,22.0,63.0,24.0,85.0,1351.0,51.4,A,0.15,https://www.etiqueta-balay.com,174.0,150.0,0.489,72.0,50.0,A,228.0,60.0,Balay,49.0,27.0,0.6000000000000001,5.0
WA1451CT1W,1330.0,FREE_STANDING,"[2023, 10, 15]",1330.0,8.0,B,37.0,22.0,53.0,12.0,85.0,1330.0,52.0,B,0.5,http://vestel.co.uk/en/,168.0,168.0,0.473,76.0,48.0,A,218.0,60.0,ELECTRA,47.0,28.0,4.0,5.0
D1015PWM23,1450.0,FREE_STANDING,"[2023, 10, 15]",1450.0,10.0,B,37.0,26.0,64.0,12.0,85.0,1450.0,51.9,C,0.5,https://www.kotsovolos.gr/,180.0,180.0,0.513,80.0,52.0,A,239.0,60.0,De'Longhi,51.0,31.0,4.0,5.0
D914PWM23,1350.0,FREE_STANDING,"[2023, 10, 15]",1350.0,9.0,B,32.0,23.0,61.0,12.0,85.0,1350.0,51.9,A,0.5,https://www.kotsovolos.gr/,174.0,174.0,0.494,72.0,50.0,A,228.0,60.0,De'Longhi,49.0,29.0,4.0,5.0
ND9006NV,1000.0,FREE_STANDING,"[2023, 10, 15]",1000.0,9.0,C,50.0,23.0,58.0,24.0,85.0,1000.0,80.0,C,0.5,http://www.givesit.it/download,174.0,174.0,0.761,78.0,50.0,D,228.0,60.0,NORDMENDE,76.0,36.0,4.0,5.0
W1245CT0W,1120.0,FREE_STANDING,"[2023, 10, 15]",1120.0,7.0,B,50.0,23.0,50.0,12.0,85.0,1120.0,80.0,C,0.5,http://vestel.co.uk/en/,160.0,160.0,0.6900000000000001,78.0,45.0,D,208.0,60.0,ELECTRA,69.0,27.0,4.0,5.0
ND7006NV,1000.0,FREE_STANDING,"[2023, 10, 15]",1000.0,7.0,C,46.0,23.0,50.0,24.0,85.0,1000.0,80.0,B,0.5,http://www.givesit.it/download,160.0,160.0,0.6900000000000001,76.0,45.0,D,208.0,60.0,NORDMENDE,69.0,27.0,4.0,5.0
ND8006NV,1000.0,FREE_STANDING,"[2023, 10, 15]",1000.0,8.0,C,49.0,22.0,53.0,24.0,85.0,1000.0,80.0,B,0.5,http://www.givesit.it/download,168.0,168.0,0.727,76.0,48.0,D,218.0,60.0,NORDMENDE,73.0,36.0,4.0,5.0
W1251CT0W,1200.0,FREE_STANDING,"[2023, 10, 15]",1200.0,8.0,B,49.0,22.0,53.0,12.0,85.0,1200.0,80.0,C,0.5,http://vestel.co.uk/en/,168.0,168.0,0.727,77.0,48.0,D,218.0,60.0,ELECTRA,73.0,36.0,4.0,5.0
WW90T634DLEC,1400.0,FREE_STANDING,"[2023, 10, 13]",1400.0,9.0,B,28.0,23.0,55.0,24.0,85.0,1400.0,46.7,A,0.5,https://www.samsung.com/support,174.0,164.0,0.444,72.0,50.0,A,228.0,60.0,Samsung,44.0,28.0,4.0,5.0
WA9405A,1350.0,FREE_STANDING,"[2023, 10, 13]",1350.0,9.0,B,36.0,25.0,54.0,24.0,85.0,1350.0,51.9,A,0.5,www.eldi.be,174.0,174.0,0.494,72.0,50.0,A,228.0,60.0,FRIAC,49.0,32.0,4.0,5.0
KWM 8156 A INV,1350.0,FREE_STANDING,"[2023, 10, 13]",1350.0,8.0,B,38.0,24.0,48.0,24.0,85.0,1350.0,51.9,A,0.5,http://www.koenic-online.com/nc/suche.html,168.0,168.0,0.472,72.0,48.0,A,218.0,60.0,KOENIC,47.0,29.0,4.0,5.0
WM 10,1330.0,FREE_STANDING,"[2023, 10, 13]",1330.0,10.0,B,41.0,25.0,58.0,24.0,85.0,1330.0,52.0,C,0.5,http://www.eudora.at,180.0,180.0,0.514,77.0,52.0,A,239.0,60.0,EUDORA,51.0,27.0,4.0,5.0
WNEI84SCS/PL ,1400.0,FREE_STANDING,"[2023, 10, 13]",1400.0,8.0,B,47.0,19.0,47.0,24.0,85.0,1400.0,61.4,B,0.3,https://www.gorenjegroup.com,153.0,151.0,0.558,76.0,48.0,C,218.0,60.0,GORENJE,56.0,19.0,1.24,4.1
WF3V842BWFR,1400.0,FREE_STANDING,"[2023, 10, 11]",1400.0,8.0,B,37.0,20.0,55.0,24.0,85.0,1400.0,51.9,B,0.3,http://global.hisense.com/,165.0,165.0,0.472,76.0,48.0,A,212.0,60.0,HISENSE,47.0,20.0,1.24,3.7
WF3V142BBFR ,1400.0,FREE_STANDING,"[2023, 10, 11]",1400.0,10.0,B,36.0,22.0,61.0,24.0,85.0,1400.0,50.1,B,0.3,http://global.hisense.com/,153.0,153.0,0.495,76.0,50.0,A,210.0,60.0,HISENSE,50.0,22.0,1.24,4.0
WF3V142BWFR,1400.0,FREE_STANDING,"[2023, 10, 11]",1400.0,10.0,B,36.0,22.0,61.0,24.0,85.0,1400.0,50.1,B,0.3,http://global.hisense.com/,153.0,153.0,0.495,76.0,50.0,A,210.0,60.0,HISENSE,50.0,22.0,1.24,4.0
CSO 696TWMBB6-80,1551.0,FREE_STANDING,"[2023, 10, 10]",1551.0,9.0,B,32.0,24.0,54.0,12.0,85.0,1551.0,46.8,C,0.5,https://corporate.haier-europe.com/en/,174.0,174.0,0.445,78.0,46.0,A,228.0,60.0,Candy,45.0,28.0,4.0,4.9
BT38038QP -01,1250.0,FREE_STANDING,"[2023, 10, 10]",1250.0,8.0,B,38.0,23.0,61.0,0.0,88.0,1250.0,51.9,C,0.5,http://www.brandt.com,168.0,168.0,0.472,78.0,48.0,A,218.0,40.0,BRANDT,47.0,32.0,4.0,5.0
BT37028QP -01,1200.0,FREE_STANDING,"[2023, 10, 10]",1200.0,7.0,B,35.0,23.0,61.0,0.0,88.0,1200.0,51.5,C,0.5,http://www.brandt.com,162.0,162.0,0.444,78.0,45.0,A,208.0,40.0,BRANDT,44.0,31.0,4.0,5.0
H3WPS 696TAM6-80,1551.0,FREE_STANDING,"[2023, 10, 10]",1551.0,9.0,B,32.0,24.0,54.0,12.0,85.0,1551.0,46.8,C,0.5,https://corporate.haier-europe.com/en/,174.0,174.0,0.445,78.0,46.0,A,228.0,60.0,Hoover,45.0,28.0,4.0,4.9
CSO 686TWMBB6-80,1551.0,FREE_STANDING,"[2023, 10, 10]",1551.0,8.0,B,32.0,24.0,54.0,12.0,85.0,1551.0,46.8,C,0.5,https://corporate.haier-europe.com/en/,168.0,168.0,0.425,78.0,44.0,A,218.0,60.0,Candy,43.0,28.0,4.0,4.9
AQUA71200A/K-TL,1200.0,FREE_STANDING,"[2023, 10, 10]",1200.0,7.0,B,31.0,23.0,50.0,24.0,85.0,1200.0,52.0,B,0.5,www.barni.it,162.0,162.0,0.448,76.0,45.0,A,208.0,60.0,Akai,45.0,30.0,4.0,5.0
H3WPS686TAMBR-80,1551.0,FREE_STANDING,"[2023, 10, 10]",1551.0,8.0,B,32.0,24.0,54.0,12.0,85.0,1551.0,46.8,C,0.5,https://corporate.haier-europe.com/en/,168.0,168.0,0.425,78.0,44.0,A,218.0,60.0,Hoover,43.0,28.0,4.0,4.9
CSO 696TWM6-80,1551.0,FREE_STANDING,"[2023, 10, 10]",1551.0,9.0,B,32.0,24.0,54.0,12.0,85.0,1551.0,46.8,C,0.5,https://corporate.haier-europe.com/en/,174.0,174.0,0.445,78.0,46.0,A,228.0,60.0,Candy,45.0,28.0,4.0,4.9
WTV94221BW 7158146100,1400.0,FREE_STANDING,"[2023, 10, 10]",1400.0,9.0,B,30.0,25.0,64.0,24.0,84.0,1400.0,51.5,B,0.5,http://support.beko.com,173.0,173.0,0.49,75.0,43.0,A,228.0,60.0,Beko,49.0,33.0,4.0,4.9
BT38036QP -01,1250.0,FREE_STANDING,"[2023, 10, 10]",1250.0,8.0,B,38.0,23.0,61.0,0.0,88.0,1250.0,51.9,C,0.5,http://www.brandt.com,168.0,168.0,0.472,78.0,48.0,A,218.0,40.0,BRANDT,47.0,32.0,4.0,5.0
WEP94BS,1400.0,FREE_STANDING,"[2023, 10, 10]",1400.0,9.0,B,43.0,24.0,54.0,24.0,85.0,1400.0,59.8,B,0.49,https://global.hisense.com/laundry,174.0,174.0,0.5690000000000001,76.0,37.0,B,228.0,60.0,GORENJE,57.0,34.0,3.7,5.0
LLFT3922 457100007600,1151.0,FREE_STANDING,"[2023, 10, 10]",1151.0,9.0,B,41.0,24.0,55.0,24.0,85.0,1151.0,59.5,B,0.5,http://support.beko.com,173.0,173.0,0.5660000000000001,76.0,49.0,B,228.0,60.0,Beko,57.0,33.0,4.0,4.9
WM105 457100011900,1000.0,FREE_STANDING,"[2023, 10, 10]",1000.0,9.0,C,41.0,23.0,55.0,24.0,85.0,1000.0,59.5,B,0.5,http://support.beko.com,173.0,173.0,0.5660000000000001,74.0,49.0,B,228.0,60.0,Beko,57.0,33.0,4.0,4.9
LLFT4902 457100005700,1000.0,FREE_STANDING,"[2023, 10, 10]",1000.0,9.0,C,41.0,23.0,55.0,24.0,85.0,1000.0,59.5,B,0.5,http://support.beko.com,173.0,173.0,0.5660000000000001,74.0,49.0,B,228.0,60.0,Beko,57.0,33.0,4.0,4.9
METDLRSL 6252BS PL,1151.0,FREE_STANDING,"[2023, 10, 10]",1151.0,6.0,B,38.0,25.0,60.0,24.0,90.0,1151.0,59.8,A,0.11,https://docs.whirlpool.eu/,155.0,115.0,0.484,72.0,43.0,B,195.0,40.0,WHIRLPOOL,48.0,27.0,4.0,4.9
LFA6K8241B 914913279,1151.0,FREE_STANDING,"[2023, 10, 9]",1151.0,8.0,B,39.0,22.0,58.0,24.0,85.0,1151.0,51.8,B,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914913279,160.0,155.0,0.471,74.0,43.0,A,205.0,60.0,AEG,47.0,30.0,4.0,4.9
CSO 686TWM6-80,1551.0,FREE_STANDING,"[2023, 10, 9]",1551.0,8.0,B,32.0,24.0,54.0,12.0,85.0,1551.0,46.8,C,0.5,https://corporate.haier-europe.com/en/,168.0,168.0,0.425,78.0,44.0,A,218.0,60.0,Candy,43.0,28.0,4.0,4.9
WFN801,1400.0,FREE_STANDING,"[2023, 10, 9]",1400.0,8.0,B,39.0,26.0,54.0,24.0,85.0,1400.0,51.7,A,0.49,https://www.whiteaway.com/,168.0,168.0,0.47,72.0,45.0,A,218.0,60.0,Frigor,47.0,29.0,3.7,4.0
H3WOS4105TA4/1-S,1351.0,FREE_STANDING,"[2023, 10, 9]",1351.0,10.0,B,39.0,26.0,58.0,24.0,85.0,1351.0,59.9,D,0.5,https://corporate.haier-europe.com/en/,180.0,180.0,0.592,81.0,51.0,B,239.0,60.0,Hoover,59.0,32.0,4.0,4.9
EW6T5265IB 913138554,1151.0,FREE_STANDING,"[2023, 10, 9]",1151.0,6.0,B,44.0,23.0,60.0,0.0,91.0,1151.0,59.8,C,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913138554,155.0,155.0,0.484,78.0,43.0,B,195.0,40.0,Electrolux,48.0,30.0,4.0,4.9
EW6T5625BF 913138555,1151.0,FREE_STANDING,"[2023, 10, 9]",1151.0,6.0,B,44.0,23.0,60.0,0.0,91.0,1151.0,59.8,C,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913138555,155.0,155.0,0.484,78.0,43.0,B,195.0,40.0,Electrolux,48.0,30.0,4.0,4.9
EW6T5127CE 913148503,1251.0,FREE_STANDING,"[2023, 10, 9]",1251.0,7.0,B,47.0,24.0,60.0,0.0,91.0,1251.0,68.8,C,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913148503,160.0,160.0,0.593,79.0,45.0,C,205.0,40.0,Electrolux,59.0,33.0,4.0,4.9
F4Y311WBLN1,1350.0,FREE_STANDING,"[2023, 10, 8]",1350.0,11.0,A,37.0,25.0,57.0,24.0,85.0,1350.0,46.5,A,0.5,https://www.lg.com/global/ajax/common_manual,180.0,157.0,0.474,71.0,54.0,A,240.0,60.0,LG Electronics,47.0,30.0,4.0,5.0
WAM 914 A,1351.0,FREE_STANDING,"[2023, 10, 8]",1351.0,9.0,B,32.0,25.0,61.0,24.0,85.0,1351.0,51.8,B,0.5,https://docs.whirlpool.eu/,170.0,130.0,0.493,76.0,50.0,A,225.0,60.0,BAUKNECHT,49.0,29.0,4.0,4.9
W1PNA84SATSWIFI ,1400.0,FREE_STANDING,"[2023, 10, 6]",1400.0,8.0,B,35.0,21.0,47.0,24.0,85.0,1400.0,51.8,B,0.5,https://www.gorenjegroup.com,153.0,151.0,0.471,76.0,47.0,A,217.0,60.0,GORENJE,47.0,24.0,1.24,4.8
WW90T504AAWC,1400.0,FREE_STANDING,"[2023, 10, 6]",1400.0,9.0,B,28.0,23.0,55.0,24.0,85.0,1400.0,46.7,A,0.5,https://www.samsung.com/support,174.0,164.0,0.444,72.0,50.0,A,228.0,60.0,Samsung,44.0,28.0,4.0,5.0
WW90T634ALEC,1400.0,FREE_STANDING,"[2023, 10, 6]",1400.0,9.0,B,28.0,23.0,55.0,24.0,85.0,1400.0,46.7,A,0.5,https://www.samsung.com/support,174.0,164.0,0.444,72.0,50.0,A,228.0,60.0,Samsung,44.0,28.0,4.0,5.0
NBT 1146 WSA IT,1351.0,FREE_STANDING,"[2023, 10, 5]",1351.0,11.0,B,33.0,26.0,61.0,24.0,85.0,1351.0,52.0,B,0.5,https://docs.whirlpool.eu/,180.0,150.0,0.53,76.0,54.0,A,240.0,60.0,HOTPOINT/ARISTON,53.0,30.0,4.0,4.9
FF0814WA0CZ,1400.0,FREE_STANDING,"[2023, 10, 3]",1400.0,8.0,B,34.0,23.0,52.0,24.0,85.0,1400.0,52.0,B,0.5,http://www.tcl.com/,168.0,140.0,0.473,76.0,48.0,A,218.0,60.0,TCL,47.0,28.0,4.0,5.0
FF0914WA0CZ,1400.0,FREE_STANDING,"[2023, 10, 3]",1400.0,9.0,B,34.0,24.0,56.0,24.0,85.0,1400.0,51.9,B,0.5,http://www.tcl.com/,174.0,174.0,0.494,76.0,49.0,A,228.0,60.0,TCL,49.0,30.0,4.0,5.0
FFBB11469BVFR,1351.0,FREE_STANDING,"[2023, 10, 3]",1351.0,11.0,B,33.0,26.0,61.0,24.0,85.0,1351.0,52.0,B,0.5,https://docs.whirlpool.eu/,180.0,150.0,0.53,76.0,54.0,A,240.0,60.0,WHIRLPOOL,53.0,30.0,4.0,4.9
W10   3.GN,1330.0,FREE_STANDING,"[2023, 10, 3]",1330.0,10.0,B,41.0,23.0,58.0,24.0,85.0,1330.0,52.0,B,0.5,https://www.lord.eu,170.0,140.0,0.514,75.0,37.0,A,238.0,60.0,LORD,51.0,26.0,4.0,5.0
